codigo_produto;descricao;um;qtde_cx;codigo_barras;tipo;descricao_tecnica;estoque;preco;preco_promocional
10.117;CHAVE COMBINADA FOSFATIZADA 19MM CRV 1PC SPARTA;PC;;7899612718853;FERRAMENTAS;"Chave Combinada Fosfatizada em Aço CrV 19mm - 1491455 - SPARTA

Descrição:
A chave combinada é ideal para apertar ou afrouxar porcas, possuindo cabeças estreitas e com medidas diferentes em cada extremidade. 
- Feita em aço cromado vanádio
- Acabamento: fosfatizada

Medidas:
- Chave com 19mm
- Comprimento total: 260mm

* Imagens meramente ilustrativas.";19;14,99;0
10.118;CHAVE COMBINADA FOSFATIZADA 21MM CRV 1PC SPARTA;PC;;7899612718952;FERRAMENTAS;"Chave Combinada Fosfatizada em Aço CrV 21mm - 1491655 - SPARTA

Descrição:
A chave combinada é ideal para apertar ou afrouxar porcas, possuindo cabeças estreitas e com medidas diferentes em cada extremidade. 
- Feita em aço cromado vanádio
- Acabamento: fosfatizada

Medidas:
- Chave com 21mm
- Comprimento total: 280mm

* Imagens meramente ilustrativas.";16;19,99;0
10.119;CHAVE COMBINADA FOSFATIZADA 22MM CRV 1PC SPARTA;PC;;7899612718747;FERRAMENTAS;"Chave Combinada Fosfatizada em Aço CrV 22mm - 1491755 - SPARTA

Descrição:
A chave combinada é ideal para apertar ou afrouxar porcas, possuindo cabeças estreitas e com medidas diferentes em cada extremidade. 
- Feita em aço cromado vanádio
- Acabamento: fosfatizada

Medidas:
- Chave com 22mm
- Comprimento total: 280mm

* Imagens meramente ilustrativas.";22;20,99;0
10.121;CHAVE COMBINADA FOSFATIZADA 24MM CRV 1PC SPARTA;PC;;7899612718846;FERRAMENTAS;"Chave Combinada Fosfatizada em Aço CrV 24mm - 1491955 - SPARTA

Descrição:
A chave combinada é ideal para apertar ou afrouxar porcas, possuindo cabeças estreitas e com medidas diferentes em cada extremidade. 
- Feita em aço cromado vanádio
- Acabamento: fosfatizada

Medidas:
- Chave com 24mm
- Comprimento total: 305mm

* Imagens meramente ilustrativas.";16;30,99;0
10.902;PRATELEIRA MULTIUSO C/RODIZIOS BRANCA 1840;PC;;7897807418403;UTILIDADES DOMÉSTICAS;"Prateleira Multiuso com Rodízios Branca - 1840 - ARTHI

Medidas:
- Comprimento: 54,5 cm
- Largura: 12,5 cm
- Altura: 77,5 cm

* Imagens meramente ilustrativas";5;125,21;0
134.678;CURVA ESG.PRIM. 75MM CURTA 90 TIGRE 26110750;PC;1;7897613328200;MATERIAL HIDRÁULICO;"Curva Esgoto primario Curta 75mm 90 Graus - 26110750 - TIGRE 
Especificações(mm): 
*Imagem meramente ilustrativa";57;28,76;0
1.015;CHAVE COMBINADA 3/8 ACO FORJADO MAYLE;PC;1;7891645116897;FERRAMENTAS;"Chave Combinada 3/8"" Aço Forjado - 102503B - MAYLE 
- Chave combinada com um lado boca e o outro estrela com as mesmas medidas. 
- Material: Aço carbono - Observação: Acabamento niquelado ";39;11,1;0
10.161;SUPERLED TUBULAR T5 9W 3000K COM DRIVER BIVOLT;PC;;7898324008757;ILUMINAÇÃO;"Superled Tubular T5 9 Watts com Driver Bivolt 300k - 05524 - OUROLUX

Descrição: Ideal para novas instalações e retrofit (substituição de lâmpadas fluorescentes convencionais).

Características:
- A Linha Superled Tubular T5 com Driver Integrado pode ser utilizada em instalações de Supermercados, estacionamentos, escolas, escritórios, lojas de conveniência e outras grandes áreas.
- Garantia do Fabricante: 1 ano para defeitos de fabricação
- Sugestão de uso: Utilizar em ambientes cobertos e que necessitam de uma boa luminosidade.
- Observação: Ligação unilateral / Utilizar em luminárias capazes de dissipar calor / Não necessita de driver externo.
- Composição: Contém polímero termoplástico, vidro, metal e componentes eletrônicos.

Ficha Técnica:
- Tensâo elétrica: 100-240V
- Frequência: 50/60Hz
- Cor do difusor: Leitoso
- Possui LED Integrado: Sim
- Formato: Tubular
- Potência: 9 Watts
- Fator de Potência:0,92
- Formato do Corpo:Tubular T5
- Base de conexão:G5
- Fluxo Luz: 950lm
- Temperatura de Cor: 3000k (Branca Morna)
- IRC mínimo:80
- Feixe: 160°
- Cor Acabamento:Branco
-  Vida: 25.000 horas.
- Dimerização: Não compatível
- Temperatura Ambiente de operação (°C):-10°C ~ +40°C
- Grau de Proteção: IP20
- Certificação:INMETRO
- Garantia 1 ano (pelo fabricante)

Medidas:
- Altura: 18,5mm
- Largura: 18,5mm
- Comprimento: 549mm

Dados do Certificado:
N ° do Registro: 003186/2020
Cetificado: BRA20/00586
Portaria: n º 69 de 16/02/2022
Tipo de Certificado: Segurança e Desempenho.

* Imagens meramente ilustrativas.";48;20,99;0
10.162;SUPERLED TUBULAR T5 9W 4000K COM DRIVER BIVOLT;PC;;7898324008764;ILUMINAÇÃO;"Fita Superled 5 Metros 24 Watts 12 Volts IP20 6400K - 03601 - OUROLUX
  
Descrição:
Toda a tecnologia Superled agora você encontra nas fitas de Led Ourolux. Ideais para aplicações diversas, como móveis, sancas, armários, locais com espaço reduzido e outros. Com excelente IRC, este é o produto que faltava para a linha mais completa do mercado.

Características:
- Fita auto-adesiva no verso do produto 
- Baixa emissão de calor 
- Não acompanha driver, controlador e controle
- Sugestão de uso: Para ambientes comerciais ou residenciais, tais como: Sancas de gesso, bancada de trabalho, closet, móveis, gabinetes, rodapés, nichos, etc; Automóveis, barcos, reboques, etc; Letreiros de informação, backlight e propagandas.

Ficha Técnica:
- Maior comprimento de corte: 50mm
- Quantidade de LED por metro: 60
- Tensão Elétrica: 12VDC
- Potência: 1 Watts
- Fluxo Luz: 480
- Temperatura de Cor: 6400K (Branca Fria)
- Garantia: 1 ano (pelo fabricante)
- Composição: Polímero termoplástico, metais e componentes eletrônicos.
- Conteúdo: 01 fita LED com 5 Metros.

Medidas:
- Altura: 5000mm
- Largura: 1,3mm
- Comprimento: 8mm

* Imagens meramente ilustrativas.";30;20,99;0
10.163;SUPERLED TUBULAR T5 9W 6500K COM DRIVER BIVOLT;PC;;7898324008771;ILUMINAÇÃO;"Lâmpada Superled Tubular T5 9 Watts Com Driver Bivolt 6500k - 05526 - OUROLUX

Descrição:
Ideal para novas instalações e retrofit (substituição de lâmpadas fluorescentes convencionais.)

Características:
- A Linha Superled Tubular T5 com Driver Integrado pode ser utilizada em instalações de Supermercados, estacionamentos, escolas, escritórios, lojas de conveniência e outras grandes áreas.
- Garantia do Fabricante: 1 ano para defeitos de fabricação
- Sugestão de uso: Utilizar em ambientes cobertos e que necessitam de uma boa luminosidade.
- Observação: Ligação unilateral / Utilizar em luminárias capazes de dissipar calor / Não necessita de driver externo.
- Composição: Contém polímero termoplástico, vidro, metal e componentes eletrônicos.

Ficha Técnica:
- Tensâo elétrica: 100-240V
- Frequência: 50/60Hz
- Cor do difusor: Leitoso
- Possui LED Integrado: Sim
- Formato: Tubular
- Potência: 9 Watts
- Fator de Potência: 0,92
- Formato do Corpo: Tubular T5
- Base de conexão: G5
- Fluxo Luz: 1000lm
- Eficiência: 100lm
- Temperatura de Cor: 6500k (Branca Fria)
- IRC mínimo: 80
- Feixe: 160°
- Cor Acabamento: Branco
- Vida: 25.000 horas
- Dimerização:    Não compatível
- Temperatura Ambiente de operação: -10°C ~ +40°C
- Grau de Proteção: IP20
- Certificação:    INMETRO
- Garantia: 1 (pelo fabricante)

Medidas:
- Altura: 18,5mm
- Largura: 18,5mm
- Comprimento: 549mm

Dados do Certificado:
N ° do Registro: 003186/2020
Cetificado: BRA20/00586
Portaria: n º 69 de 16/02/2022
Tipo de Certificado: Segurança e Desempenho.

* Imagens meramente ilustrativas.";90;20,99;0
10.164;SUPERLED TUBULAR T5 18W 300K COM DRIVER BIVOLT;PC;;7898324008788;ILUMINAÇÃO;"Lâmpada Superled Tubular T5 18 Watts Com Driver Bivolt 3000k - 10164 - OUROLUX

Descrição: Ideal para novas instalações e retrofit (substituição de lâmpadas fluorescentes convencionais).

Características:
- A Linha Superled Tubular T5 com Driver Integrado pode ser utilizada em instalações de Supermercados, estacionamentos, escolas, escritórios, lojas de conveniência e outras grandes áreas.
- Garantia do Fabricante: 1 ano para defeitos de fabricação
- Sugestão de uso: Utilizar em ambientes cobertos e que necessitam de uma boa luminosidade.
- Observação: Ligação unilateral / Utilizar em luminárias capazes de dissipar calor / Não necessita de driver externo.
- Composição: Contém polímero termoplástico, vidro, metal e componentes eletrônicos.

Ficha Técnica:
- Tensâo elétrica: 100-240V
- Frequência: 50/60Hz
- Cor do difusor: Leitoso
- Possui LED Integrado: Sim
- Formato: Tubular 
- Tensão Elétrica: Multitensão 127V/220V
- Potência: 18w
- Fator de Potência: 0,92
- Formato do Corpo: Tubular T5
- Base de conexão: G5
- Fluxo Luz: 1900lm
- Eficiência: 100lm/w
- Temperatura de Cor: 3000k Branca Morna
- IRC mínimo: 80
- Feixe: 160
- Cor Acabamento: Branco
- Vida: 25.000
- Certificação:    INMETRO
- Garantia: 1 Ano pelo fabricante.

Medidas:
- Altura: 18,5mm
- Largura: 18,5mm
- Comprimento: 1149mm

* Imagens meramente ilustrativas ";48;30,99;0
10.903;PRATELEIRA P/SHAMPOO E SABONETE SINGLE 2018;PC;;7897807420185;UTILIDADES DOMÉSTICAS;"Prateleira Emborrachada para Shampoo e Sabonete Single - 2018 - ARTHI

Medidas:
- Comprimento: 15,5 cm
- Largura: 10,2 cm
- Altura: 47 cm

* Imagens meramente ilustrativas";28;30,77;0
134.686;CURVA ESG.CURTA 100MM 90 TIGRE 26111005;PC;1;7897613328217;MATERIAL HIDRÁULICO;"Curva Esgoto Curta 100mm 90 Graus - 26111005 - TIGRE 
Especificações(mm): 
*Imagem meramente ilustrativa";23;20,99;0
10.166;SUPERLED TUBULAR T5 18W 6500K COM DRIVER BIVOLT;PC;;7898324008801;ILUMINAÇÃO;"Lâmpada Superled Tubular T5 18 Watts Com Driver Bivolt 3000k - 10164 - OUROLUX

Descrição: Ideal para novas instalações e retrofit (substituição de lâmpadas fluorescentes convencionais).

Características:
- A Linha Superled Tubular T5 com Driver Integrado pode ser utilizada em instalações de Supermercados, estacionamentos, escolas, escritórios, lojas de conveniência e outras grandes áreas.
- Garantia do Fabricante: 1 ano para defeitos de fabricação
- Sugestão de uso: Utilizar em ambientes cobertos e que necessitam de uma boa luminosidade.
- Observação: Ligação unilateral / Utilizar em luminárias capazes de dissipar calor / Não necessita de driver externo.
- Composição: Contém polímero termoplástico, vidro, metal e componentes eletrônicos.

Ficha Técnica:
- Tensâo elétrica: 100-240V
- Frequência: 50/60Hz
- Cor do difusor: Leitoso
- Possui LED Integrado: Sim
- Formato: Tubular 
- Tensão Elétrica: Multitensão 127V/220V
- Potência: 18w
- Fator de Potência: 0,92
- Formato do Corpo: Tubular T5
- Base de conexão: G5
- Fluxo Luz: 1900lm
- Eficiência: 100lm/w
- Temperatura de Cor: 3000k Branca Morna
- IRC mínimo: 80
- Feixe: 160
- Cor Acabamento: Branco
- Vida: 25.000
- Certificação:    INMETRO
- Garantia: 1 Ano pelo fabricante.

Medidas:
- Altura: 18,5mm
- Largura: 18,5mm
- Comprimento: 1149mm

Dados do Certificado:
N° do Registro: 003186/2020
Cetificado: BRA20/00586
Portaria: nº 69 de 16/02/2022
Tipo de Certificado: Segurança e Desempenho

* Imagens meramente ilustrativas ";78;30,99;0
10.170;"GRAMPO FORMA ""C"" 8"" STANLEY 83-508";PC;1;747752835084;FERRAMENTAS;"Grampo Forma ""C"" 8"" - 83-508 - STANLEY      Fabricado em ferro fundido, são ideais para trabalho industrial e automotivo Elo giratório: reduz os danos na superfície de trabalho e acrescenta a estabilidade         
*Imagem meramente Ilustrativa";2;178,99;0
101.729;CHAVE DE FENDA E PHILIPS 3/16X4 8BO BANCA;CT;;7895315007034;FERRAMENTAS;"Chave de Fenda e Philips Bancada - 8BO 
- IMP.EDA Chave de fenda 3/16"" x 4"" Chave philips 3/16 x 4"" Marca: Excellent 
*Imagem meramente Ilustrativa";133;9,99;0
101.737;ESCOVA DE ACO C/3PCS IMP.EDA 8AG BANCA;CT;;7895315006440;FERRAMENTAS;"Escova de Aço com 3 Peças Bancada - 8AG 
- IMP.EDA Jogo de escovas de metal com cerdas de aco em corpo de plastico e com cabo confortavel de plastico. Usado para limpar duramente superficies de metal. 3 peças mini em aço, latão e plástico. 
*Imagem meramente Ilustrativa  ";37;9,99;0
10.179;"MANGUEIRA TRANCADA JARDIM 1""X3MM PT250 CRISTAL";MT;50;9999900101799;JARDIM E LAZER;"Mangueira Trançada Cristal 1"" 3,2mm 250 PSI / 17,24 BAR - 190400328 - FORCELINE

Características básicas:
- Diâmetro: 1˝
- Parede: 3,2mm
- Pressão de trabalho: 250 PSI / 17,24 BAR
- Comprimento: 100m

Características técnicas:
- Tipo: Trançada
- Pressão de Trabalho: 250 PSI
- Pressão de Ruptura: 500 PSI

Itens inclusos:
- Mangueira Trançada Cristal 1"" 3,2mm 250 PSI / 17,24 BAR

* Imagens meramente ilustrativas";141;19,82;0
10.180;REFLETOR LED SLIM 6500K 10W BIVOLT BRANCO OUROLUX;PC;;7898324001079;ILUMINAÇÃO;"Projetor Slim Superled Branco 10 Watts Bivolt 6500k - 03260 - OUROLUX

Descrição: 
Projetor LED com baixo consumo de energia e pronto para uso sem necessidade de instalar equipamento auxiliar.

Características:
- Os projetores LED Ourolux são ideais para ambientes internos ou externos proporcionando alta luminosidade e resistência garantindo redução no consumo de energia.
- Produto de fácil instalação e pode ser utilizado em áreas externas, como quadras, fachada de prédios, jardins e estacionamentos.
- Tenha em sua casa ou comércio o projetor LED Ourolux para maior segurança e economia.
- Projetor com LED embutido pronto para uso, maior durabilidade e economia.
- Indicado para utilização comercial e residencial, pode ser aplicado em ambientes externos pois é resistente a chuva e jatos d´agua.

Ficha Técnica:
- Tensão elétrica: Multitensão 127V/220V
- Potência: 10 Watts
- Vida: 15.000 horas. 
- Temperatura: 6500k (Branca Fria)

Medidas:
- Altura: 66mm
- Largura: 45mm
- Comprimento: 90 mm



* Imagens meramente ilustrativas.";50;26,9;0
10.182;REFLETOR LED SLIM 6500K 20W BIVOLT BRANCO OUROLUX;PC;;7898324008962;ILUMINAÇÃO;"Projetor Slim Superled Branco 20 Watts Bivolt 6500k - 03261A - OUROLUX

Descrição: 
Projetor LED com baixo consumo de energia e pronto para uso sem necessidade de instalar equipamento auxiliar.

Características:
- Os projetores LED Ourolux são ideais para ambientes internos ou externos proporcionando alta luminosidade e resistência garantindo redução no consumo de energia.
- Produto de fácil instalação e pode ser utilizado em áreas externas, como quadras, fachada de prédios, jardins e estacionamentos.
- Tenha em sua casa ou comércio o projetor LED Ourolux para maior segurança e economia.
- Projetor com LED embutido pronto para uso, maior durabilidade e economia.
- Indicado para utilização comercial e residencial, pode ser aplicado em ambientes externos pois é resistente a chuva e jatos d´agua.

Ficha Técnica:
- Tensão elétrica: Multitensão 127V/220V
- Potência: 20 Watts
- Vida: 15.000 horas. 
- Temperatura: 6500k (Branca Fria)

Medidas:
- Altura: 66mm
- Largura: 45mm
- Comprimento: 90 mm



* Imagens meramente ilustrativas.";30;23,99;0
10.184;REFLETOR LED SLIM 6500K 30W BIVOLT BRANCO OUROLUX;PC;;7898324001093;ILUMINAÇÃO;"Projetor Slim Superled Branco 30 Watts Bivolt 6500k - 03262 - OUROLUX

Descrição: 
Projetor LED com baixo consumo de energia e pronto para uso sem necessidade de instalar equipamento auxiliar.

Características:
- Os projetores LED Ourolux são ideais para ambientes internos ou externos proporcionando alta luminosidade e resistência garantindo redução no consumo de energia.
- Produto de fácil instalação e pode ser utilizado em áreas externas, como quadras, fachada de prédios, jardins e estacionamentos.
- Tenha em sua casa ou comércio o projetor LED Ourolux para maior segurança e economia.
- Projetor com LED embutido pronto para uso, maior durabilidade e economia.
- Indicado para utilização comercial e residencial, pode ser aplicado em ambientes externos pois é resistente a chuva e jatos d´agua.

Ficha Técnica:
- Tensão elétrica: Multitensão 127V/220V
- Potência: 30 Watts
- Vida: 15.000 horas. 
- Temperatura: 6500k (Branca Fria)

Medidas:
- Altura: 66mm
- Largura: 45mm
- Comprimento: 90 mm



* Imagens meramente ilustrativas.";164;29,9;0
1.090;CHAVE COMBINADA 7/8 ACO FORJADO MAYLE;PC;1;7891645116972;FERRAMENTAS;"Chave Combinada 7/8"" Aço Forjado - 102512B - MAYLE 
Descrição: 
- Chave combinada com um lado boca e o outro estrela com as mesmas medidas. 
- Material: Aço carbono - Observação: Acabamento niquelado    ";11;22,19;0
394.351;BUCHA NYLON C/ANEL 10MM CT/25PCS FOX MIX BUC424;CT;;7898537414246;FERRAGENS;Bucha nylon c/anel 10mm ct/25pcs fox mix - 7898537414246 - FOX MIX;6;39,9;0
10.185;REFLETOR LED SLIM 6500K 30W BIVOLT PRETO OUROLUX;PC;;7898324001109;ILUMINAÇÃO;"Projetor Superled Slim Preto Bivolt de 30 Watts e 6500K - 03263 - OUROLUX

Descrição: 
Projetor LED com baixo consumo de energia e pronto para uso sem necessidade de instalar equipamento auxiliar.

Características:
- Os projetores LED Ourolux são ideais para ambientes internos ou externos proporcionando alta luminosidade e resistência garantindo redução no consumo de energia.
- Produto de fácil instalação e pode ser utilizado em áreas externas, como quadras, fachada de prédios, jardins e estacionamentos.
- Tenha em sua casa ou comércio o projetor LED Ourolux para maior segurança e economia.
- Projetor com LED embutido pronto para uso, maior durabilidade e economia.
- Indicado para utilização comercial e residencial, pode ser aplicado em ambientes externos pois é resistente a chuva e jatos d´agua.

Ficha Técnica:
- Tensão elétrica: Multitensão 127V/220V
- Potência: 30 Watts
- Vida: 15.000 horas. 
- Temperatura: 6500k (Branca Fria)

* Imagens meramente ilustrativas.";13;27,99;0
10.186;REFLETOR LED SLIM 6500K 50W BIVOLT BRANCO OUROLUX;PC;;7898324001116;ILUMINAÇÃO;"Projetor Slim Superled Branco 50 Watts Bivolt 6500k - 03264 - OUROLUX

Descrição: 
Projetor LED com baixo consumo de energia e pronto para uso sem necessidade de instalar equipamento auxiliar.

Características:
- Os projetores LED Ourolux são ideais para ambientes internos ou externos proporcionando alta luminosidade e resistência garantindo redução no consumo de energia.
- Produto de fácil instalação e pode ser utilizado em áreas externas, como quadras, fachada de prédios, jardins e estacionamentos.
- Tenha em sua casa ou comércio o projetor LED Ourolux para maior segurança e economia.
- Projetor com LED embutido pronto para uso, maior durabilidade e economia.
- Indicado para utilização comercial e residencial, pode ser aplicado em ambientes externos pois é resistente a chuva e jatos d´agua.

Ficha Técnica:
- Tensão elétrica: Multitensão 127V/220V
- Potência: 50 Watts
- Vida: 15.000 horas. 
- Temperatura: 6500k (Branca Fria)

Medidas:
- Altura: 66mm
- Largura: 45mm
- Comprimento: 90 mm



* Imagens meramente ilustrativas.";11;36,9;0
10.190;FITA CREPE USO GERAL 18MMX50M QUARTZOLIT;RL;36;7894174244765;TINTAS E ACESSÓRIOS;"Fita Crepe para Uso Geral - QUARTZOLIT

Descrição:
A fita crepe quartzolit é uma fita adesiva com dorso de papel crepado tratado e envernizado, trata-se de um adesivo a base de borracha e resinas.

Características Técnicas:
- Cor: Branco
- Adesão à placa de aço (gf/mm): 130 - 400 PSTC - 101
- Espessura (mm): 0,09 – 0,13 PSTC - 133
- Ruptura (kgf/mm): 1,5 – 3,0 PSTC -131
- Alongamento (%): 7 - 15 PSTC -131
- Tack (mm): 10 - 30 PSTC - 06
- Disponível nos tamanhos 18mm x 50m

Indicação:
- Indicada para usos gerais em ambiente interno, como: 
- Fixação; 
- Empacotamento; 
- Proteção de superfícies; 
- Trabalhos artesanais e escolares; 
- Ótima aplicabilidade para mascaramento de pinturas residenciais e prediais

Vantagens:
- Excelente adesão;
- Corte fácil e resistente à tração; 
- Aplicação sem resíduos ou manchas.

Aplicação:
- Destaque a ponta da fita crepe quartzolit; 
- Corte a quantidade necessária para aplicação; 
- Aplique em local seco e livre de sujeiras; 
- Fixe bem para melhor aderência.

Recomendações de Uso:
As medidas de higiene e de segurança do trabalho, as restrições quanto à exposição ao fogo e as indicações de limpeza e de disposição de resíduos devem seguir as recomendações constantes na FISPQ do produto.

* Imagens meramente ilustrativas.";31;8,99;0
10.191;FITA CREPE USO GERAL 24MMX50M QUARTZOLIT;RL;30;7894174244772;TINTAS E ACESSÓRIOS;"Fita Crepe para Uso Geral - QUARTZOLIT

Descrição:
A fita crepe quartzolit é uma fita adesiva com dorso de papel crepado tratado e envernizado, trata-se de um adesivo a base de borracha e resinas.

Características Técnicas:
- Cor: Branco
- Adesão à placa de aço (gf/mm): 130 - 400 PSTC - 101
- Espessura (mm): 0,09 – 0,13 PSTC - 133
- Ruptura (kgf/mm): 1,5 – 3,0 PSTC -131
- Alongamento (%): 7 - 15 PSTC -131
- Tack (mm): 10 - 30 PSTC - 06
- Disponível nos tamanhos 24 mm x 50m

Indicação:
- Indicada para usos gerais em ambiente interno, como: 
- Fixação; 
- Empacotamento; 
- Proteção de superfícies; 
- Trabalhos artesanais e escolares; 
- Ótima aplicabilidade para mascaramento de pinturas residenciais e prediais

Vantagens:
- Excelente adesão;
- Corte fácil e resistente à tração; 
- Aplicação sem resíduos ou manchas.

Aplicação:
- Destaque a ponta da fita crepe quartzolit; 
- Corte a quantidade necessária para aplicação; 
- Aplique em local seco e livre de sujeiras; 
- Fixe bem para melhor aderência.

Recomendações de Uso:
As medidas de higiene e de segurança do trabalho, as restrições quanto à exposição ao fogo e as indicações de limpeza e de disposição de resíduos devem seguir as recomendações constantes na FISPQ do produto.

* Imagens meramente ilustrativas.";54;10,99;0
101.923;"LUVA DE EMENDA SEM ROSCA 2"" FLEXOR TRAMONTINA";PC;1;7891435057904;MATERIAIS ELÉTRICOS;Luva s/rosca 2 flexor tramontina - 7891435006537 - TRAMONTINA;6;23,9;0
10.192;FITA CREPE USO GERAL 48MMX50M QUARTZOLIT;RL;16;7894174244789;TINTAS E ACESSÓRIOS;"Fita Crepe para Uso Geral - QUARTZOLIT

Descrição:
A fita crepe quartzolit é uma fita adesiva com dorso de papel crepado tratado e envernizado, trata-se de um adesivo a base de borracha e resinas.

Características Técnicas:
- Cor: Branco
- Adesão à placa de aço (gf/mm): 130 - 400 PSTC - 101
- Espessura (mm): 0,09 – 0,13 PSTC - 133
- Ruptura (kgf/mm): 1,5 – 3,0 PSTC -131
- Alongamento (%): 7 - 15 PSTC -131
- Tack (mm): 10 - 30 PSTC - 06
- Disponível nos tamanhos 48mm x 50m

Indicação:
- Indicada para usos gerais em ambiente interno, como: 
- Fixação; 
- Empacotamento; 
- Proteção de superfícies; 
- Trabalhos artesanais e escolares; 
- Ótima aplicabilidade para mascaramento de pinturas residenciais e prediais

Vantagens:
- Excelente adesão;
- Corte fácil e resistente à tração; 
- Aplicação sem resíduos ou manchas.

Aplicação:
- Destaque a ponta da fita crepe quartzolit; 
- Corte a quantidade necessária para aplicação; 
- Aplique em local seco e livre de sujeiras; 
- Fixe bem para melhor aderência.

Recomendações de Uso:
As medidas de higiene e de segurança do trabalho, as restrições quanto à exposição ao fogo e as indicações de limpeza e de disposição de resíduos devem seguir as recomendações constantes na FISPQ do produto.

* Imagens meramente ilustrativas.";68;19,99;0
10.195;REFLETOR LED SLIM 10W BIVOLT VERDE OUROLUX;PC;;7898324006371;ILUMINAÇÃO;"Projetor Slim Superled Verde 10 Watts Bivolt - 03280 - OUROLUX

Descrição: 
Projetor LED com baixo consumo de energia e pronto para uso sem necessidade de instalar equipamento auxiliar.

Características:
- Os projetores LED Ourolux são ideais para ambientes internos ou externos proporcionando alta luminosidade e resistência garantindo redução no consumo de energia.
- Produto de fácil instalação e pode ser utilizado em áreas externas, como quadras, fachada de prédios, jardins e estacionamentos.
- Tenha em sua casa ou comércio o projetor LED Ourolux para maior segurança e economia.
- Projetor com LED embutido pronto para uso, maior durabilidade e economia.
- Indicado para utilização comercial e residencial, pode ser aplicado em ambientes externos pois é resistente a chuva e jatos d´agua.

Ficha Técnica:
- Tensão elétrica: Multitensão 127V/220V
- Potência: 10 Watts
- Vida: 15.000 horas. 

Medidas:
- Altura: 66mm
- Largura: 45mm
- Comprimento: 90 mm



* Imagens meramente ilustrativas.";5;27,99;0
10.196;REFLETOR LED SLIM 30W BIVOLT VERDE OUROLUX;PC;;7898324006388;ILUMINAÇÃO;"Projetor Slim Superled Verde 10 Watts Bivolt - 03281 - OUROLUX

Descrição: 
Projetor LED com baixo consumo de energia e pronto para uso sem necessidade de instalar equipamento auxiliar.

Características:
- Os projetores LED Ourolux são ideais para ambientes internos ou externos proporcionando alta luminosidade e resistência garantindo redução no consumo de energia.
- Produto de fácil instalação e pode ser utilizado em áreas externas, como quadras, fachada de prédios, jardins e estacionamentos.
- Tenha em sua casa ou comércio o projetor LED Ourolux para maior segurança e economia.
- Projetor com LED embutido pronto para uso, maior durabilidade e economia.
- Indicado para utilização comercial e residencial, pode ser aplicado em ambientes externos pois é resistente a chuva e jatos d´agua.

Ficha Técnica:
- Tensão elétrica: Multitensão 127V/220V
- Potência: 10 Watts
- Vida: 15.000 horas. 

Medidas:
- Altura: 66mm
- Largura: 45mm
- Comprimento: 90 mm



* Imagens meramente ilustrativas.";33;51,99;0
10.198;TORNEIRA MESA TUBO REDOND.23MM BAIXA MOD.J CR.1240;PC;;7894627062229;BANHEIRO E COZINHA;"Torneira de Mesa Baixa Tubo Redondo 23mm Modelo J Cromada 1240 - 772196 - STOC

Características:
- Utilização: Bancada/Mesa
- Bitola: 1/2""
- Local: Banheiro
- Material: Metal 
- Cor: Cromado

Itens inclusos:
- Torneira de Mesa Baixa Tubo Redondo 23mm Modelo J Cromada 1240

* Imagens meramente ilustrativas";6;249,99;0
10.199;TORNEIRA MESA TUBO REDOND.23MM ALTA MOD.J CR.1241;PC;;7894627062236;BANHEIRO E COZINHA;"Torneira de Mesa Alta Tubo Redondo 23mm Modelo J Cromada 1241 - 772197 - STOC

Características:
- Utilização: Bancada/Mesa
- Bitola: 1/2""
- Local: Banheiro
- Material: Metal 
- Cor: Cromado

Itens inclusos:
- Torneira de Mesa Alta Tubo Redondo 23mm Modelo J Cromada 1241

* Imagens meramente ilustrativas";8;289,99;0
1.019;BANCADA FECHADA 2,0MT C/TAMPO 40MM FERCAR;PC;1;7894162001011;FERRAMENTAS;"Chave Ajustável Oxidada 6"" Fat Max - 95-872L - STANLEY - FOrjado em cromo vanádio para trabalhos pesados, resistência ao torque e durabilidade - ATende e supera as 
Especificações das normas da ANSI *imagens meramente ilustrativas.";3;2.879,99;0
10.201;TORNEIRA MESA TUBO REDOND.23MM ALTA MOD.U CR.1242;PC;;7894627062243;BANHEIRO E COZINHA;"Torneira de Mesa Alta Tubo Redondo 23mm Modelo U Cromada 1242 - 772198 - STOC

Características:
- Utilização: Bancada/Mesa
- Bitola: 1/2""
- Local: Banheiro
- Material: Metal 
- Cor: Cromado

Itens inclusos:
- Torneira de Mesa Alta Tubo Redondo 23mm Modelo U Cromada 1242

* Imagens meramente ilustrativas";11;289,99;0
10.202;TORNEIRA MESA TUBO REDOND.23MM BAIXA MOD.J PF.1243;PC;;7894627062250;BANHEIRO E COZINHA;"Torneira de Mesa Baixa Tubo Redondo 23mm Modelo J Preto Fosco 1243 - 772199 - STOC

Características:
- Utilização: Bancada/Mesa
- Bitola: 1/2""
- Local: Banheiro
- Material: Metal 
- Cor: Preto

Itens inclusos:
- Torneira de Mesa Baixa Tubo Redondo 23mm Modelo J Preto Fosco 1243

* Imagens meramente ilustrativas";12;259,99;0
